P1E Nummer;P89 Nummer;P89 Alternativ;Material Kurztext;Material Status;Disponent
1910367343;68100450369;;Leuchttaster  MT42 VII;GE;SP1
1910208528;68100450371;;Glimmlampe 230 VAC/0,3 VA BA9S;EU;SP5
1910365260;68100450373;;Leuchtanzeige MA42PVII weiß;EU;SP5
1910365261;68100450374;;Leuchtanzeige MA42PVII  rot;AE;SP6
1910208529;68100450375;;Leuchtanzeige MA42PVII Notlicht;AE;SP6
1910208530;68100450377;;Multi.LED-Lampe 12V grün;GE;SP1
1910365262;68100450378;;Steuertransformator 400VA;GE;SP2
1910208531;68100450401;;FR-Wannenleuchte 1/36 Ind.;AE;SP6
1910208532;68100450406;;PL-C Lampe 26 Watt;AE;SP6
1910208534;68100450415;;Leuchtstoffbalken 1X18 W;GE;SP1
1910365263;68100450430;;LED Anzeige 5mm 24V grün;GE;SP2
1910365265;68100450432;;LED Anzeige 5mm 24V gelb;AE;SP6
1910367347;68100450434;;FI-Schutzschalter 4-Pol.40A/300mA;GE;SP1
1910365266;68100450439;;Schlüsselschalter mit Zylinder abziehbar;AE;SP6
1910367004;68100450440;;Punktmatrix PM 42HF 2 stellig  rot;EU;SP5
1910367006;68100450441;;Connector - Platine binäre Ansteuerung;AE;SP6
1910208536;68100450442;;Leitungsschutzschalter 1A, 1-Pol.;AE;SP6
1910208537;68100450444;;USV-Gerät PC-Planet 400 S / 6Min;GE;SP2
1910365267;68100450459;;Plexiglas DMD35-SP;GE;SP2
1910208539;68100450460;;Plexiglas PMI 56I rot 99x48;GE;SP1
1910208540;68100450463;;Kippschalter MK42 schwarz;GE;SP1
1910208541;68100450464;;Kippschalter MK42 rot;GE;SP1
1910208542;68100450467;;USV-Gerät PC-PLANET 650S;GE;SP1
1910208543;68100450471;;Weiterfahrtsanzeige MA42W-VII rot;AE;SP6
1910365268;68100450472;;LED Anzeige rot 5 mm 24V;AE;SP6
1910365269;68100450481;;Multifunktionsanzeige MA9999;EU;SP5
1910365270;68100450486;;Leitungsschutzschalter 13A,  2-POL;EU;SP5
1910365271;68100450488;;Trafo 1 Phase 400/230, 1000 VA;GE;SP2
1910365272;68100450489;;USV 1100 VA SINUS TYP USDVT 110;GE;SP2
1910365273;68100450491;;Ventilator PAPST;GE;SP1
1910208545;68100450495;;Motorschutzschalter GV2-ME 083 TESYS;EU;SP5
1910208546;68100450496;;Motorschutzschalter GV2-ME 063 TESYS;GE;SP1
1910365274;68100450500;;Steuertransformator  2x200VA;EU;SP5
1910365275;68100450513;;Leuchtfeld LF4824  gelb;GE;SP2
1910365276;68100450546;;Handleuchte PCE;AE;SP6
1910208548;68100450548;;Schlüsselschalter MS42PS1AE;GE;SP1
1910208549;68100450549;;Schlüsseltaster MS42PT1;GE;SP1
1910208550;68100450559;;Netzteil NTA-2 für Oelcon;GE;SP1
1910208551;68100450563;;Taster RT42 IX, M-EBEN / blau;GE;SP1
1910208552;68100450564;;Taster RT42 IX, M-EBEN / rot;GE;SP1
1910208553;68100450565;;RT 42 2M, M-EBEN / blau Alarmglocke;GE;SP1
1910208554;68100450566;;RT42 rot Alarmtaster;GE;SP1
1910365277;68100450567;;RT42 VIII   Anzeigeelement 24V rot;GE;SP1
1910365278;68100450568;;Anzeigeelement RA 42 VIII P-Glasklar;GE;SP2
1910208555;68100450571;;Leuchtstofflampe rund 22W;GE;SP1
1910365279;68100450594;;Anzeigenelement Notruf EN81-70;GE;SP1
1910365280;68100450595;;Anzeigenelement  MA 6434;GE;SP1
1910208556;68100450620;;Weiterfahrtsanzeige MA42 W VII;GE;SP1
1910208557;68100450621;;Taster MT42 VII blau NIRO MATT;GE;SP1
1910365281;68100450628;;Leuchtfeld LF4848  rot;EU;SP5
1910208558;68100450651;;Filterlüfter GKV 1500;GE;SP1
1910365282;68100450654;;USV Gerät SYNCHRO 1000VA;GE;SP2
1910208559;68100450664;;Anzeigeelement RA42 Notruf angenommen;EU;SP5
1910208560;68100450665;;Anzeigeelement RA42VIII Notruf abgegeben;AE;SP6
1910208561;68100450669;;Weiterfahrtsanzeige RA42W blau;GE;SP1
1910365283;68100450672;;FI-LS Kombination 4A;EU;SP5
1910208562;68100450747;;Mini-Lichtleiste EC-2 T5/21W;GE;SP1
1910365284;68100450789;;USV  24VDC ohne AKKU;GE;SP1
1910208564;68100451007;;RT42 blau takt/braille Bez. -2;GE;SP1
1910208565;68100451008;;RT42 blau takt/braille Bez. -1;GE;SP1
1910208566;68100451009;;RT42 blau takt/braile Bez. 0;GE;SP1
1910367034;68100451010;;RT42 blau takt/braille Bez. 1;GE;SP1
1910208567;68100451011;;RT42 blau takt/braille Bez. 2;GE;SP1
1910208568;68100451012;;RT42 blau takt/braille Bez. 3;GE;SP1
1910208569;68100451013;;RT42 blau takt/braille Bez. 4;GE;SP1
1910208570;68100451014;;RT42 blau takt/braille Bez. 5;GE;SP1
1910208571;68100451015;;RT42 blau takt/braille Bez. 6;GE;SP1
1910367035;68100451016;;RT42 blau takt/braille Bez. 7;GE;SP1
1910208572;68100451018;;RT42 blau takt/braille Bez. 8;GE;SP1
1910367036;68100451019;;RT42 blau takt/braille Bez. 9;GE;SP1
1910367038;68100451022;;RT42 blau takt/braile Bez. 11;GE;SP1
1910208573;68100451027;;RT42 blau taktil Bez. Tür auf;GE;SP1
1910208574;68100451028;;RT42 blau taktil Bez. Tür zu;GE;SP1
1910208575;68100451029;;RT42 blau taktil Alarm;GE;SP1
1910208576;68100451030;;RT42 blau taktil Pfeil;GE;SP1
1910208577;68100451031;;RT42 blau taktil Pfeil auf/ab;GE;SP1
1910367363;68100451051;;MT42 Taster takti/braille rot  Bez.   -8;EU;SP5
1910367364;68100451052;;MT42 Taster takti/braille rot  Bez.   -7;EU;SP5
1910367365;68100451053;;MT42 Taster takti/braille rot  Bez.   -6;EU;SP5
1910367366;68100451054;;MT42 Taster takti/braille rot  Bez.   -5;EU;SP5
1910208578;68100451055;;MT42 Taster takti/braille rot Bez. -4;EU;SP5
1910208579;68100451056;;MT42 Taster takti/braille rot Bez. -3;GE;SP1
1910208580;68100451057;;MT42 Taster takti/braille rot Bez. -2;AE;SP6
1910208581;68100451058;;MT42 Taster takti/braille rot Bez. -1;GE;SP1
1910208582;68100451059;;MT42 Taster takti/braille rot Bez. 0;GE;SP1
1910208583;68100451060;;MT42 Taster takti/braille rot Bez. 1;GE;SP1
1910208584;68100451061;;MT42 Taster takti/braille rot Bez. 2;GE;SP1
1910208585;68100451062;;MT42 Taster takti/braille rot Bez. 3;GE;SP1
1910208586;68100451063;;MT42 Taster takti/braille rot Bez. 4;GE;SP1
1910208587;68100451064;;MT42 Taster takti/braille rot Bez. 5;GE;SP1
1910208588;68100451065;;MT42 Taster takti/braille rot Bez. 6;GE;SP1
1910208589;68100451066;;MT42 Taster takti/braille rot Bez. 7;AE;SP6
1910367367;68100451067;;MT42 Taster takti/braille rot  Bez.    8;AE;SP6
1910367368;68100451068;;MT42 Taster takti/braille rot  Bez.    9;AE;SP6
1910367369;68100451069;;MT42 Taster takti/braille rot  Bez.   10;AE;SP6
1910208590;68100451070;;MT42 Taster takti/braille rot Bez. 11;AE;SP6
1910367370;68100451071;;MT42 Taster takti/braille rot  Bez.   12;GE;SP2
1910367371;68100451072;;MT42 Taster takti/braille rot  Bez.   13;GE;SP2
1910208591;68100451073;;MT42 Taster takti/braille rot Bez. 14;EU;SP5
1910208592;68100451075;;MT42 Taster taktil rot Tür auf;GE;SP1
1910208593;68100451076;;MT42 Taster taktil rot Tür zu;GE;SP1
1910208594;68100451077;;MT42 Taster taktil Alarm;GE;SP1
1910208595;68100451078;;MT42 Taster taktil rot Pfeil;GE;SP1
1910208596;68100451079;;MT42 Taster taktil rot Pfeil auf/ab;GE;SP1
1910367372;68100451109;;MT 42 Taster taktil/braille blau Bez. 0;AE;SP6
1910367373;68100451110;;MT42 Taster taktil/braille blau Bez. 1;AE;SP6
1910208597;68100451111;;MT42 Taster taktil/braille blau Bez. 2;AE;SP6
1910367374;68100451112;;MT42 Taster taktil/braille blau Bez. 3;AE;SP6
1910367375;68100451113;;MT42 Taster taktil/braille blau Bez. 4;GE;SP1
1910367376;68100451114;;MT42 Taster taktil/braille blau Bez. 5;AE;SP6
1910367377;68100451115;;MT42 Taster taktil/braille blau Bez. 6;GE;SP1
1910367378;68100451116;;MT42 Taster taktil/braille blau Bez. 7;GE;SP1
1910367379;68100451117;;MT42 Taster taktil/braille blau Bez. 8;GE;SP1
1910367380;68100451118;;MT42 Taster taktil/braille blau Bez. 9;AE;SP6
1910367381;68100451119;;MT42 Taster taktil/braille blau Bez. 10;GE;SP1
1910367382;68100451125;;MT42 Taster taktil   blau    Tür auf;AE;SP6
1910367383;68100451126;;MT42 Taster taktil   blau     Tür zu;GE;SP2
1910208598;68100451127;;MT42 Taster taktil Alarm;AE;SP6
1910208599;68100451128;;MT42 Taster takti blau Pfeil;GE;SP1
1910208600;68100451151;;RT42 blau takt/braille Bez. K;AE;SP6
1910367039;68100451152;;RT42 blau takt/braille Bez. U;GE;SP1
1910208601;68100451153;;RT42 blau takt/braille Bez. E;GE;SP1
1910208602;68100451154;;MT42 Taster takti/braille rot Bez. K;AE;SP6
1910208603;68100451155;;MT42 Taster takti/braille rot Bez. U;GE;SP1
1910208604;68100451156;;MT42 Taster takti/braille rot Bez. E;GE;SP1
1910367385;68100451157;;MT42 Taster takti/braille blau  Bez   K;AE;SP6
1910367386;68100451159;;MT42 Taster takti/braille blau  Bez.  E;AE;SP6
1910367040;68100475386;;Grundmodul 230V Siemens;GE;SP2
1910365285;68100475395;;Reflexkoppler;GE;SP1
1910367042;68100475411;;Frequenzumrichter NORDAC SK 7500/3CT 16A;GE;SP2
1910208605;68100475423;;Spannungsregelung MICOMPACT 16A;EU;SP5
1910208606;68100475441;;Grundmodul 12/24V SIEMENS;GE;SP2
1910208607;68100475442;;LOGO!! DM8 12/24 R Erweiterungsmodul;GE;SP1
1910365286;68100475447;;Überspannungsbegrenzer  40-150A;GE;SP2
1910208608;68100475448;;Überspannungsbegrenzer bis 32A;GE;SP2
1910564043;68100475466_T;;Frequenzumrichter  CPI 60 AU;AE;SP6
1910367392;68100475478;;Netzfilter für CPI 09 AU bis CPI 32 AU;AE;SP6
1910367051;68100475490;;SUB-D-Stecker 9-POLIG;EU;SP5
1910365287;68100475492;;Sanftanlaufgerät      LIFTSTART  Typ12-3;GE;SP1
1910365288;68100475493;;Sanftanlaufgerät      LIFTSTART TYP 24-3;GE;SP1
1910365289;68100475495;;Sanftanlaufgerät      LIFTSTART TYP 40-3;AE;SP6
1910365290;68100475496;;Sanftanlaufgerät      LIFTSTART TYP 60-3;GE;SP2
1910365739;68100475498;;RC-GLIED 115-400V AC, 60VA;GE;SP2
1910208609;68100475501;;Bremswiderstand 22 OHM/1,2 KW;GE;SP1
1910365291;68100475504;;Bremswiderstand 14 OHM/4 KW;GE;SP2
1910208610;68100475787;;Schaltnetzteil 110-240 VAC/40-56V DC 5A;GE;SP1
1910369338;68100480049;68100480049_L;IC EEPROM ST 24C08CP;GE;SP4
1910369344;68100480139;68100480139_L;IC EPROM 27C512 120NS;GE;SP4
1910367060;68100480261;;Codierbrücke Rastermass 2,54mm;EU;SP5
1910208611;68100480265;;Buchsenleiste-4POLIG-PHOENIX;GE;SP1
1910208612;68100480267;;Buchsenleiste-6POL.-PHOENIX grün;AE;SP6
1910208613;68100480268;;Buchsenleiste-2POL.-PHOENIX grün;GE;SP1
1910208614;68100485010;;Textanzeige zu LCD-Aufzugsdisplay;GE;SP1
1910208615;68100485015;;LS-3 EA-Erweiterungsmodul;GE;SP1
1910208616;68100485016;;WAGO Federleiste 4-POLIG;AE;SP6
1910367404;68100485023;;Typenschild dunkelblau;EU;SP5
1910365292;68100485039;;Akustische Rufquittierung EN81-70  AU;AE;SP6
1910208617;68100485043;;CAN-BUS Adapter LS3-TAN;GE;SP1
1910208618;68100485045;;Klemmenmodul 2;AE;SP6
1910208619;68100485049;;Weiterfahrtsanzeige Imola Blau;EU;SP5
1910365293;68100485050;;Weiterfahrtsanzeige Imola rot;EU;SP5
1910367055;68100485052;;Klemmenmodul 5;AE;SP6
1910208620;68100485053;;LS-3 EA-Grundmodul;GE;SP1
1910365295;68100500019;;Gummidämpfer D=45;AE;SP6
1910208622;68100500031;;Schleifbackeneinsätze BATEGU;GE;SP1
1910208623;68100500262;;Haftfett SUNAPLEX 781;GE;SP1
1910209185;68100500263;;Doppelseitiges Klebeband;GE;SP1
1910208624;68100500315;;Distanzhülse DA=57mm / DI=51,2 / 2 LG;AE;SP6
1910208625;68100500325;;Distanzhülse DA=57mm, DI= 51,2mm, L= 5mm;AE;SP6
1910365296;68100500340;;Gummipuffer I-Lamelle;EU;SP5
1910208626;68100500362;;Laufrolle VSL;GE;SP1
1910208627;68100500401;;Aufkleber HINAUSLEHNEN VERBOTEN;GE;SP1
1910208628;68100500416;;Leckölschlauch 16mm;GE;SP1
1910208629;68100601692;;Magnetschalterbefestigung;GE;SP1
1910365297;68100603761;;ACHSHALTER, d= 40-50mm;GE;SP2
1910367409;68100603772;;Achse, d= 50mm, 220 lang;GE;SP2
1910208630;68100603777;;Achse, d= 60mm, 228 lang;AE;SP6
1910365298;68100606631;;Lichtgitterbefestigung VISOLUX;GE;SP1
1910365299;68100606775;;Kabinenbeleuchtung 18W mit Aluraster;EU;SP5
1910208631;68100608662;;Notentriegelung M2TS6-KOMPAKT;AE;SP6
1910209186;68100608678;;Schlitzbeilagen;AE;SP6
1910208632;68100609125;;Türgleiter;EU;SP5
1910365300;68100609144;;Laufrolle;EU;SP5
1910208633;68100654191;;Schnellerregung VSO für VSO 180 V=;EU;SP5
1910208634;68100654194;;Netzgerät CN1000 24V/24V;AE;SP6
1910208635;68100654195;;Netzgerät CN1000 24V/12V;GE;SP1
1910208636;68100654213;;Digitalanzeige Oberteil DA1;EU;SP5
1910208637;68100654215;;Leiterplatte BF 1;EU;SP5
1910208639;68100654229;;E/A Baugruppe 40/56;GE;SP1
1910208642;68100654235;;LS-2 Gruppenmodul;GE;SP1
1910208643;68100654236;;Pegelwandler LPW;EU;SP5
1910208644;68100654237;;E/A Baugruppe 08/08;EU;SP5
1910208645;68100654250;;LS-2 Hauptbaugruppe Schweiz 220V;GE;SP2
1910208646;68100654251;;LS-2 Hauptbaugruppe 48V;AE;SP6
1910208648;68100654256;;Anzeigemodul LAM3 2 Stellen;GE;SP1
1910208649;68100654257;;IF-PRINT ohne Gehäuse;AE;SP6
1910209190;68100656188;;Schlüsseltaster 99;GE;SP1
1910208651;68100656189;;Schlüsselschalter 99;;SP2
1910365301;68100659416;;Inspektionssteuerung LS3;GE;SP2
1910365302;68100700083;;Schütz TESYS  LC1 D25 E7;GE;SP2
1910365303;68100700533;;Zwangstürkontakt AZ 06 B/21;EU;SP5
1910365304;68100703000;;Ventilator - Motor FEMCO;GE;SP2
1910208652;68100703422;;Leuchtanzeige MA42PVIII rot LED 24V;EU;SP5
1910365305;68100703974;;Kodierplatte Türantrieb D6.C / RT 200;AE;SP6
1910208653;68100704474;;Kabel PANA 40 PLUS;GE;SP1
1910208654;68100704553;;Leuchtanzeige MA 42;EU;SP5
1910365306;68100704669;;Notstromgerät Liftronic-NSG-PLUS;GE;SP2
1910365307;68100704685;;Steckkartenhalter SKBI 64/H  5;EU;SP5
1910367061;68100704817;;Laufrolle 10;GE;SP2
1910365308;68100704821;;Inkrementalgeber 512 Impulse;GE;SP2
1910365310;68100704822;;Inkrementalgeber  900 Impulse;GE;SP2
1910365311;68100992014;;Begrenzer HJ200 RW SBO;EU;SP5
1910365312;68100993004;;Mech Satz Typ12 mit Geber 500 Imp.;GE;SP2
1910208657;68101400430;;Magnetband 500mm;GE;SP1
1910208658;68101400512;;Magnetschalter bistabil 250V/3 100W;GE;SP1
1910365314;68101400575;;Wendeschütz TESYS-K IN = 6A/AC3,U=24VDC;GE;SP2
1910365316;68101400654;;Schütz LC1-D18-3 BL;GE;SP2
1910365317;68101400701;;Kleinrelais 12VDC/2W/6A;GE;SP1
1910208659;68101400702;;Kleinrelais 24VDC/2W/6A;GE;SP1
1910365319;68101400703;;Kleinrelais 230VAC/2W/6A;GE;SP1
1910365320;68101450452;;Punktmatrix  DMD35     3-stellig rot;GE;SP2
1910564156;68101450456;;Punktmatrix DMD35     1stellig  rot;AE;SP6
1910367072;68101450457;;PunktmatrixDMD35  2stellig  rot;EU;SP5
1910208660;68101450572;;Liftleuchte rund T16-R 22W;AE;SP6
1910367429;68101450625;68101450625_L;Punktmatrix DMD35    1 stellig blau;GE;SP2
1910369024;68101485041;68101485041_L;LS-3 Hauptbaugruppe 48V;GE;SP1
1910209191;68101485044;;Klemmenmodul 1;AE;SP6
1910208661;68101654044;;Revisionseinheit;GE;SP1
1910208662;68101704883;;Drehimpulsgeber Hohlwelle Kübler;GE;SP1
1910208663;68102400437;;Magnetschalter M12/50 W & 2 Muttern;GE;SP1
1910208664;68102400551;;Phasenüberwachungsrelais;GE;SP1
1910367430;68102485013;;LS-3 Hauptbaugruppe 230V ohne Software;AE;SP6
1910367431;68102485047;;Anzeigeplatine Bedienmodul 230V;EU;SP5
1910208665;68102485051;;Klemmenmodul 4 Fahrkorbplatine V2.2;EU;SP5
1910561490;68340000001;batch4;Spezial-Aufzugseil 300T 13,00 IWRC 1570;GE;SP1
1910561491;68340000002;batch4;Spezial-Aufzugseil 300T 10,00 IWRC 1570;GE;SP1
1910561492;68340000003;batch4;Spezial-Aufzugseil 250T 8,00 IWRC 1570;GE;SP1
1910561493;68340000004;batch4;Spezial-Aufzugseil 250T 6,00 IWRC 1770;GE;SP1
1910561494;68340000005;batch4;Spezial-Aufzugseil 300T 11,00 IWRC 1570;GE;SP1
1910561495;68340000006;batch4;Begrenzerseil DRAKO 6x19W 6,50 SFC 1770;GE;SP1
1910561496;68340000007;batch4;Aufzugseil DRAKO 8x19W 10,00 NFC 1570;GE;SP1
1910561497;68340000008;batch4;Spezial-Aufzugseil 250T 11,00 IWRC 1570;GE;SP1
1910561498;68340000009;batch4;Aufzugseil DRAKO 8x19W 8,00 NFC 1570;GE;SP1
1910561499;68340000010;batch4;8 mm PAWO F7S;GE;SP1
1910561500;68340000011;batch4;6,5 mm PAWO F1 / Warr. FC U;GE;SP1
1910561501;68340000012;batch4;6 mm PAWO 819 W;GE;SP1
1910561502;68340000013;batch4;11 mm PAWO F7S;GE;SP1
1910561503;68340000014;batch4;10 mm PAWO F10;GE;SP1
1910561504;68340000015;batch4;6,5 mm PAWO 819 W;GE;SP1
1910561505;68340000016;batch4;10 mm PAWO F7;GE;SP1
1910561506;68340000017;batch4;Spezial-Aufzugseil 250T 10,00 IWRC 1570;GE;SP1
1910561507;68340000018;batch4;Begrenzerseil 6 x 19 S - IWRC U 1570 sZ;GE;SP1
1910367561;68341000042934;;Gleitschuh für GG;GE;SP1
1910367571;68341000044255;;ZB Montagekette MI S/P 583CY;GE;SP1
1910564157;68341000107142;;ZB Leiterplatte BST KH241Z COP;GE;SP1
1910367435;68341000116712;;"Tastplatte Ceham mit Braille ""aufwärts""";EU;SP5
1910367436;68341000117635;;Drucktaste SMC-BST LED blau 1 Pfeil;GE;SP1
1910367572;68341000210520;;Steuertafel für Vacon Antrieb (NXPAN-A);GE;SP1
1910369369;68341000210566;;Frequenzumrichter Vacon 4KW;GE;SP1
1910367912;68341000210567;;Frequenzumrichter Vacon 5,5KW;GE;SP1
1910369370;68341000210568;;Frequenzumrichter Vacon 7,5KW;GE;SP1
1910369394;68341000210569;;Frequenzumrichter Vacon 11KW;GE;SP2
1910367914;68341000210570;;Frequenzumrichter Vacon 15KW;GE;SP1
1910367915;68341000210571;;Frequenzumrichter Vacon 18KW;GE;SP1
1910367916;68341000210572;;Frequenzumrichter Vacon 22KW;GE;SP1
1910367573;68341000211401;;Manuelles Notbefreiungsgerät FANAMOEL;GE;SP1
1910367575;68341000220003;;Sicherheitsmodul NXL12D;GE;SP1
1910367444;68341000857062;;"ZB Taster DB01 Braille ""-3"" 220G";GE;SP1
1910367445;68341000857063;;"ZB Taster DB01 Braille ""-2"" 220G";GE;SP1
1910369395;68341000857064;;"ZB Taster DB01 Braille ""-1"" 220G";GE;SP1
1910367447;68341000857065;;"ZB Taster DB01 Braille ""0"" 220G";GE;SP1
1910367448;68341000857066;;"ZB Taster DB01 Braille ""1"" 220G";GE;SP1
1910367449;68341000857067;;"ZB Taster DB01 Braille ""2"" 220G";GE;SP1
1910369396;68341000857068;;"ZB Taster DB01 Braille ""3"" 220G";GE;SP1
1910367451;68341000857069;;"ZB Taster DB01 Braille ""4"" 220G";GE;SP1
1910367452;68341000857070;;"ZB Taster DB01 Braille ""5"" 220G";GE;SP1
1910367453;68341000857071;;"ZB Taster DB01 Braille ""6"" 220G";GE;SP1
1910367454;68341000857072;;"ZB Taster DB01 Braille ""7"" 220G";GE;SP1
1910367455;68341000857073;;"ZB Taster DB01 Braille ""8"" 220G";GE;SP1
1910367456;68341000857074;;"ZB Taster DB01 Braille ""9"" 220G";EU;SP5
1910367457;68341000857075;;"ZB Taster DB01 Braille ""10"" 220G";GE;SP1
1910367458;68341000857090;;"ZB Taster DB01 Braille ""Tür auf"" 220G";GE;SP1
1910369397;68341000857091;;"ZB Taster DB01 Braille ""Tür zu"" 220G";GE;SP1
1910367460;68341000857092;;"ZB Taster DB01 Braille ""Ventilator""";GE;SP1
1910369398;68341000857093;;"ZB Taster DB01 Braille ""Telefon"" 220G";GE;SP1
1910367462;68341000857094;;"ZB Taster DB01 Braille ""Alarm"" 220G";GE;SP1
1910367463;68341000857179;;"ZB Taster DB01 Braille ""-3"" Black";EU;SP5
1910367464;68341000857180;;"ZB Taster DB01 Braille ""-2"" Black";GE;SP1
1910367465;68341000857181;;"ZB Taster DB01 Braille ""-1"" Black";GE;SP1
1910367466;68341000857182;;"ZB Taster DB01 Braille ""0"" Black";GE;SP1
1910367467;68341000857183;;"ZB Taster DB01 Braille ""1"" Black";GE;SP1
1910367468;68341000857184;;"ZB Taster DB01 Braille ""2"" Black";GE;SP1
1910367469;68341000857185;;"ZB Taster DB01 Braille ""3"" Black";GE;SP2
1910367470;68341000857186;;"ZB Taster DB01 Braille ""4"" Black";GE;SP1
1910367471;68341000857187;;"ZB Taster DB01 Braille ""5"" Black";GE;SP1
1910367472;68341000857188;;"ZB Taster DB01 Braille ""6"" Black";GE;SP1
1910367473;68341000857189;;"ZB Taster DB01 Braille ""7"" Black";EU;SP5
1910367474;68341000857190;;"ZB Taster DB01 Braille ""8"" Black";EU;SP5
1910367475;68341000857191;;"ZB Taster DB01 Braille ""9"" Black";EU;SP5
1910367476;68341000857192;;"ZB Taster DB01 Braille ""10"" Black";EU;SP5
1910367477;68341000857207;;"ZB Taster DB01 Braille ""Tür auf"" Black";GE;SP1
1910367478;68341000857208;;"ZB Taster DB01 Braille ""Tür zu"" Black";GE;SP1
1910367479;68341000857209;;"ZB Taster DB01 Braille ""Ventilaor"" Black";EU;SP5
1910367480;68341000857210;;"ZB Taster DB01 Braille ""Telefon"" Black";EU;SP5
1910367481;68341000857211;;"ZB Taster DB01 Braille ""Alarm"" Black";GE;SP1
1910369405;68341000857410;;"ZB Taster DB01 Braille ""2 Pfeile"" 220G";GE;SP2
1910367483;68341000857411;;"ZB Taster DB01 Braille ""1 Pfeil"" 220G";GE;SP1
1910369406;68341000857412;;Schlüsselschalter STS OFF-ON 9078 schwar;GE;SP1
1910367577;68341000857413;;Schlüsseltaster STS OFF 9056 schwarz;GE;SP1
1910369413;68341000857417;;"ZB Taster DB01 Braille ""2 Pfeile"" Black";GE;SP1
1910367487;68341000857418;;"ZB Taster DB01 Braille ""1 Pfeil"" Black";GE;SP1
1910367578;68341000857431;;Schlüsselschalter STS OFF-ON 9078 220 GR;GE;SP2
1910369414;68341000857432;;Schlüsselschalter STS OFF cod. 9056;GE;SP2
1910369350;68341000857452;;Rahmen grün DB01 für Haupthaltestelle;GE;SP1
1910367579;68341000857453;;Schlüssel STS code 9078;GE;SP1
1910367580;68341000857455;;Schlüssel STS  code 9056;GE;SP1
1910367582;68341000857493;;Schlüssel STS code 9650;GE;SP1
1910367943;68341000858330;;Schlitzbeilage SMP;GE;SP1
1910367583;68341000858562;;Schalter CT-2014;GE;SP1
1910367925;68341009502393;;Rollenset links;EU;SP5
1910367926;68341009502394;;Rollenset rechts;EU;SP5
1910367584;68341009514341;;Umlenkrolle m. Befestigung  links kpl.;GE;SP1
1910367930;68341009514342;;Umlenkrolle m. Befestigung rechts kpl.;EU;SP5
1910369415;68341011766101;;Gegenrollensatz für ECD;EU;SP5
